NOPD_Item,Type_,TypeText,MapX,MapY,TimeCreate,TimeDispatch,TimeClosed,Disposition,DispositionText,BLOCK_ADDRESS,Zip
A2445714,98,DRIVING WHILE UNDER INFLUENCE,3683550,525445,1/19/2014 22:27:27,1/19/2014 22:27:27,1/19/2014 22:27:48,RTF,REPORT TO FOLLOW,US90B E & Tchoupitoulas Exit,70130
E3488014,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,5/26/2014 03:11:37,,5/26/2014 04:14:19,NAT,Necessary Action Taken,I-10 W & S Carrollton Ave,70119
J2228014,98,DRIVING WHILE UNDER INFLUENCE,3678402,524299,10/18/2014 00:28:46,,10/18/2014 01:59:55,NAT,Necessary Action Taken,Saint Mary St & Saint Charles Ave,70130
E3493214,98,DRIVING WHILE UNDER INFLUENCE,3669304,540708,5/26/2014 04:10:44,,5/26/2014 05:51:25,NAT,Necessary Action Taken,Bienville St & N Bernadotte St (3H01),
J2240914,98,DRIVING WHILE UNDER INFLUENCE,3671890,535723,10/18/2014 03:02:00,,10/18/2014 03:58:09,NAT,Necessary Action Taken,S Clark St & Baudin St,70119
J2248514,98,DRIVING WHILE UNDER INFLUENCE,3671812,531798,10/18/2014 05:03:44,,10/18/2014 06:03:19,NAT,Necessary Action Taken,Earhart Blvd & S Dupre St (6N02),70125
A2458214,98,DRIVING WHILE UNDER INFLUENCE,3670982,519149,1/20/2014 01:14:01,,1/20/2014 02:45:57,NAT,Necessary Action Taken,Napoleon Ave & Camp St (2F04),70115
C2130214,98,DRIVING WHILE UNDER INFLUENCE,3675063,528003,3/17/2014 03:55:34,,3/17/2014 04:50:27,NAT,Necessary Action Taken,S Claiborne Ave (6J02) & Felicity St,70113
E3599914,98,DRIVING WHILE UNDER INFLUENCE,3671802,518864,5/27/2014 02:26:16,,5/27/2014 03:13:05,NAT,Necessary Action Taken,Magazine St & Milan St,
E3605614,98,DRIVING WHILE UNDER INFLUENCE,3666298,529693,5/27/2014 04:32:46,,5/27/2014 06:32:15,NAT,Necessary Action Taken,S Claiborne Ave & Broadway St (2L04),
A2467714,98,DRIVING WHILE UNDER INFLUENCE,3677943,523864,1/20/2014 04:08:29,,1/20/2014 05:32:42,NAT,Necessary Action Taken,021XX Saint Charles Ave,70130
J2590714,98,DRIVING WHILE UNDER INFLUENCE,3677603,518510,10/21/2014 01:43:51,,10/21/2014 02:45:58,NAT,Necessary Action Taken,7th St & Tchoupitoulas St,70115
J2595114,98,DRIVING WHILE UNDER INFLUENCE,3669745,520711,10/21/2014 03:16:57,,10/21/2014 03:56:45,DUP,DUPLICATE,Valence St & Saint Charles Ave,70115
J2711414,98,DRIVING WHILE UNDER INFLUENCE,3675736,517954,10/22/2014 00:30:21,,10/22/2014 01:15:51,NAT,Necessary Action Taken,034XX Tchoupitoulas St,70115
J2715314,98,DRIVING WHILE UNDER INFLUENCE,3677023,518291,10/22/2014 01:32:40,,10/22/2014 02:27:06,NAT,Necessary Action Taken,Tchoupitoulas St & 9th St,70115
B1049514,98,DRIVING WHILE UNDER INFLUENCE,3679958,519463,2/9/2014 01:21:44,,2/9/2014 02:30:05,NAT,Necessary Action Taken,Soraparu St (6A02) & Tchoupitoulas St,70130
E3739114,98,DRIVING WHILE UNDER INFLUENCE,3674744,541600,5/28/2014 00:57:45,,5/28/2014 02:32:18,NAT,Necessary Action Taken,Esplanade Ave (1N02) & Moss St,
E3745914,98,DRIVING WHILE UNDER INFLUENCE,3680221,541575,5/28/2014 02:55:48,,5/28/2014 04:14:16,NAT,Necessary Action Taken,Saint Bernard Ave & N Broad St,
E3747114,98,DRIVING WHILE UNDER INFLUENCE,3666408,517160,5/28/2014 03:09:24,,5/28/2014 04:25:09,NAT,Necessary Action Taken,Tchoupitoulas St & Jefferson Ave,70115
C2246214,98,DRIVING WHILE UNDER INFLUENCE,3679519,522539,3/18/2014 02:52:35,,3/18/2014 04:12:21,NAT,Necessary Action Taken,020XX Magazine St,70130
B1061814,98,DRIVING WHILE UNDER INFLUENCE,3680240,526399,2/9/2014 04:29:30,,2/9/2014 05:37:10,NAT,Necessary Action Taken,Tchoupitoulas Exit & US90B W,70130
J2861514,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,10/23/2014 04:21:08,,10/23/2014 05:23:43,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),
J2982114,98,DRIVING WHILE UNDER INFLUENCE,3681500,530497,10/24/2014 00:26:38,,10/24/2014 01:42:24,NAT,Necessary Action Taken,Chartres St & Canal St,70130
J2985214,98,DRIVING WHILE UNDER INFLUENCE,3679958,519463,10/24/2014 01:04:49,10/24/2014 01:04:49,10/24/2014 02:43:53,NAT,Necessary Action Taken,Soraparu St (6A02) & Tchoupitoulas St,70130
J2995214,98,DRIVING WHILE UNDER INFLUENCE,3682080,524122,10/24/2014 03:47:18,,10/24/2014 05:13:41,NAT,Necessary Action Taken,Tchoupitoulas St & Henderson St (6C01),
E3874414,98,DRIVING WHILE UNDER INFLUENCE,3680662,532946,5/29/2014 01:49:14,,5/29/2014 03:05:41,NAT,Necessary Action Taken,Basin St (1E01) & St Louis St,70112
E3876014,98,DRIVING WHILE UNDER INFLUENCE,3677896,518625,5/29/2014 02:12:34,,5/29/2014 03:13:05,NAT,Necessary Action Taken,029XX Tchoupitoulas St,70115
E3876314,98,DRIVING WHILE UNDER INFLUENCE,3681707,527108,5/29/2014 02:18:52,,5/29/2014 03:45:00,NAT,Necessary Action Taken,St Joseph St & Tchoupitoulas St,70130
E3883614,98,DRIVING WHILE UNDER INFLUENCE,3681164,533030,5/29/2014 05:01:18,,5/29/2014 06:26:38,NAT,Necessary Action Taken,N Rampart St (8D03) & Toulouse St,70112
J3138914,98,DRIVING WHILE UNDER INFLUENCE,3683795,549979,10/25/2014 07:36:08,10/25/2014 07:36:08,10/25/2014 08:37:56,RTF,REPORT TO FOLLOW,047XX Elysian Fields Ave,70122
B1174314,98,DRIVING WHILE UNDER INFLUENCE,3687865,548869,2/10/2014 03:02:10,2/10/2014 03:02:29,2/10/2014 03:39:37,NAT,Necessary Action Taken,Gentilly Blvd & Baccich St (3T02),
J3266614,98,DRIVING WHILE UNDER INFLUENCE,3674789,528135,10/26/2014 08:19:27,10/26/2014 08:20:40,10/26/2014 10:18:59,NAT,Necessary Action Taken,020XX S Claiborne Ave,70125
E4005814,98,DRIVING WHILE UNDER INFLUENCE,3672722,520420,5/30/2014 00:51:03,5/30/2014 00:51:03,5/30/2014 01:44:02,NAT,Necessary Action Taken,039XX Prytania St,70115
E4013114,98,DRIVING WHILE UNDER INFLUENCE,3687059,538324,5/30/2014 02:23:31,,5/30/2014 04:57:46,NAT,Necessary Action Taken,025XX N Claiborne Ave,70117
E4017814,98,DRIVING WHILE UNDER INFLUENCE,3670789,534246,5/30/2014 03:49:05,5/30/2014 03:49:44,5/30/2014 06:25:20,NAT,Necessary Action Taken,I-10 W & Carrollton Airline Exit,70119
E4020014,98,DRIVING WHILE UNDER INFLUENCE,3681161,530642,5/30/2014 04:25:56,,5/30/2014 05:17:37,NAT,Necessary Action Taken,001XX Saint Charles Ave,70130
J3361214,98,DRIVING WHILE UNDER INFLUENCE,3680692,532500,10/27/2014 02:06:34,,10/27/2014 02:59:25,NAT,Necessary Action Taken,N Rampart St & Conti St (1E04),
J3369914,98,DRIVING WHILE UNDER INFLUENCE,3714955,564839,10/27/2014 05:52:27,,10/27/2014 08:32:23,NAT,Necessary Action Taken,I-10 E & Bullard Ave (7I09),
E0429814,98,DRIVING WHILE UNDER INFLUENCE,3679958,519463,5/4/2014 01:10:44,,5/4/2014 03:55:19,NAT,Necessary Action Taken,Tchoupitoulas St & Soraparu St (6A02),70130
E4148014,98,DRIVING WHILE UNDER INFLUENCE,3712974,569395,5/31/2014 01:02:59,5/31/2014 01:02:59,5/31/2014 02:56:19,NAT,Necessary Action Taken,Oneida St & Hayne Blvd,70128
K2906114,98,DRIVING WHILE UNDER INFLUENCE,3672489,518860,11/24/2014 04:38:28,11/24/2014 04:38:28,11/24/2014 06:51:54,NAT,Necessary Action Taken,040XX Magazine St,70115
E4158314,98,DRIVING WHILE UNDER INFLUENCE,3680927,530925,5/31/2014 03:21:32,,5/31/2014 04:45:25,NAT,Necessary Action Taken,Canal St & Bourbon St,70112
B1158514,98,DRIVING WHILE UNDER INFLUENCE,3663243,529111,2/9/2014 22:48:49,,2/9/2014 23:54:10,NAT,Necessary Action Taken,Birch St & Short St,70118
J3618314,98,DRIVING WHILE UNDER INFLUENCE,3682265,530842,10/29/2014 02:36:54,,10/29/2014 03:44:45,NAT,Necessary Action Taken,003XX Decatur St,70130
J3623514,98,DRIVING WHILE UNDER INFLUENCE,3673416,517696,10/29/2014 04:40:36,,10/29/2014 05:40:58,NAT,Necessary Action Taken,Tchoupitoulas St & Gen Taylor St,70115
L3265514,98,DRIVING WHILE UNDER INFLUENCE,3676491,531030,12/29/2014 04:43:17,12/29/2014 04:43:17,12/29/2014 06:39:17,NAT,Necessary Action Taken,Bolivar St (1G01) & Poydras St,70112
L2756814,98,DRIVING WHILE UNDER INFLUENCE,3669238,518610,12/24/2014 01:34:46,12/24/2014 01:34:46,12/24/2014 02:35:04,NAT,Necessary Action Taken,Magazine St & Lyons St,70115
J3748614,98,DRIVING WHILE UNDER INFLUENCE,3674908,519992,10/30/2014 02:39:20,,10/30/2014 04:07:08,NAT,Necessary Action Taken,Louisiana Ave & Camp St (6D01),
C2497714,98,DRIVING WHILE UNDER INFLUENCE,3676155,517978,3/19/2014 23:27:45,3/19/2014 23:27:45,3/20/2014 00:46:45,NAT,Necessary Action Taken,033XX Tchoupitoulas St,70115
C2502414,98,DRIVING WHILE UNDER INFLUENCE,3694134,560089,3/20/2014 00:30:23,3/20/2014 00:30:23,3/20/2014 01:05:39,NAT,Necessary Action Taken,Downman Rd (7D02) & Stars And Stripes Blvd,70126
C2510114,98,DRIVING WHILE UNDER INFLUENCE,3681238,532519,3/20/2014 02:29:47,3/20/2014 02:29:47,3/20/2014 03:42:35,NAT,Necessary Action Taken,Saint Louis St & Burgundy St,70112
F0014714,98,DRIVING WHILE UNDER INFLUENCE,3678391,518805,6/1/2014 02:59:43,,6/1/2014 03:31:40,RTF,REPORT TO FOLLOW,Washington Ave & Tchoupitoulas St,70130
F0015114,98,DRIVING WHILE UNDER INFLUENCE,3691560,549285,6/1/2014 03:04:08,,6/1/2014 06:42:17,NAT,Necessary Action Taken,Louisa St & Old Gentilly Rd,
C2516014,98,DRIVING WHILE UNDER INFLUENCE,3677776,520857,3/20/2014 04:31:03,3/20/2014 04:31:03,3/20/2014 05:30:34,NAT,Necessary Action Taken,3rd St & Constance St,70130
C2519314,98,DRIVING WHILE UNDER INFLUENCE,3672364,520473,3/20/2014 06:02:26,,3/20/2014 07:47:00,NAT,Necessary Action Taken,Prytania St & Constantinople St,70115
J3895714,98,DRIVING WHILE UNDER INFLUENCE,3681441,525521,10/31/2014 03:19:04,10/31/2014 03:19:04,10/31/2014 04:14:03,NAT,Necessary Action Taken,Tchoupitoulas Exit & Calliope St (6C01),70130
J3898414,98,DRIVING WHILE UNDER INFLUENCE,3664127,517485,10/31/2014 04:02:11,10/31/2014 04:02:11,10/31/2014 06:23:10,NAT,Necessary Action Taken,060XX Tchoupitoulas St,70118
J3904014,98,DRIVING WHILE UNDER INFLUENCE,3677570,521168,10/31/2014 05:53:49,,10/31/2014 07:08:03,NAT,Necessary Action Taken,Magazine St & 3rd St,70130
L2761814,98,DRIVING WHILE UNDER INFLUENCE,3667899,523999,12/24/2014 03:15:46,12/24/2014 03:15:46,12/24/2014 04:42:28,NAT,Necessary Action Taken,Jefferson Ave & Freret St (2N01),70115
K2909314,98,DRIVING WHILE UNDER INFLUENCE,3664890,531425,11/24/2014 05:41:55,,11/24/2014 07:14:21,NAT,Necessary Action Taken,S Carrollton Ave (2L05) & S Claiborne Ave,70125
A0632414,98,DRIVING WHILE UNDER INFLUENCE,3674167,519307,1/6/2014 01:31:38,,1/6/2014 02:19:19,NAT,Necessary Action Taken,036XX Magazine St,70115
F0131014,98,DRIVING WHILE UNDER INFLUENCE,3677374,518857,6/2/2014 03:03:52,6/2/2014 03:03:52,6/2/2014 04:07:55,NAT,Necessary Action Taken,7th St & Saint Thomas St,70115
K0017114,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,11/1/2014 01:48:59,11/1/2014 01:48:59,11/1/2014 02:35:58,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
J1343314,98,DRIVING WHILE UNDER INFLUENCE,3679759,522812,10/11/2014 04:33:03,,10/11/2014 05:52:51,NAT,Necessary Action Taken,Magazine St & St Mary St,70130
K0025314,98,DRIVING WHILE UNDER INFLUENCE,3678594,527435,11/1/2014 02:56:52,,11/1/2014 05:26:21,NAT,Necessary Action Taken,Pontchartrain Expy W & St Charles Ave Exit,70113
K0026614,98,DRIVING WHILE UNDER INFLUENCE,3665194,531770,11/1/2014 03:10:08,,11/1/2014 04:26:11,NAT,Necessary Action Taken,Nelson St & S Carrollton Ave (2P01),70125
K0027414,98,DRIVING WHILE UNDER INFLUENCE,3676773,536990,11/1/2014 03:19:15,,11/1/2014 03:36:37,VOI,VOID,N Broad Ave (1I03) & Orleans Ave,70119
L2767414,98,DRIVING WHILE UNDER INFLUENCE,3679258,550301,12/24/2014 05:09:47,12/24/2014 05:09:47,12/24/2014 06:44:24,NAT,Necessary Action Taken,Mirabeau Ave (3M04) & Paris Ave,70122
K0042414,98,DRIVING WHILE UNDER INFLUENCE,3670573,535627,11/1/2014 06:20:41,,11/1/2014 07:23:21,NAT,Necessary Action Taken,Tulane Ave & S Cortez St (1K02),70119
L1103514,98,DRIVING WHILE UNDER INFLUENCE,3676168,518024,12/10/2014 00:41:41,,12/10/2014 02:07:40,NAT,Necessary Action Taken,Tchoupitoulas St & Toledano St,70115
F0264814,98,DRIVING WHILE UNDER INFLUENCE,3678563,519128,6/3/2014 01:03:56,6/3/2014 02:49:42,6/3/2014 05:21:40,NAT,Necessary Action Taken,Rousseau St & 4th St,70130
C2644614,98,DRIVING WHILE UNDER INFLUENCE,3681670,526712,3/20/2014 23:24:12,3/20/2014 23:24:12,3/21/2014 00:36:20,NAT,Necessary Action Taken,Andrew Higgins Blvd (8G01) & Tchoupitoulas St,70130
C2645814,98,DRIVING WHILE UNDER INFLUENCE,3681754,526690,3/20/2014 23:38:38,,3/21/2014 00:52:02,RTF,REPORT TO FOLLOW,Annunciation St & Andrew Higgins Dr,70130
L1111014,98,DRIVING WHILE UNDER INFLUENCE,3683238,535848,12/10/2014 03:27:28,12/10/2014 03:27:28,12/10/2014 05:20:22,NAT,Necessary Action Taken,N Rampart St & Saint Bernard Ave,70116
F0275714,98,DRIVING WHILE UNDER INFLUENCE,3691114,521764,6/3/2014 04:54:44,6/3/2014 04:54:44,6/3/2014 04:56:00,NAT,Necessary Action Taken,Westbank Expy & Behrman Ave,70114
C2647614,98,DRIVING WHILE UNDER INFLUENCE,3681754,526690,3/20/2014 23:54:57,3/20/2014 23:54:57,3/21/2014 01:06:58,NAT,Necessary Action Taken,Annunciation St & Andrew Higgins Blvd,70130
L1110814,98,DRIVING WHILE UNDER INFLUENCE,3668389,526227,12/10/2014 03:21:23,,12/10/2014 05:05:59,NAT,Necessary Action Taken,Jefferson Ave & S Claiborne Ave (2N02),70125
F0278514,98,DRIVING WHILE UNDER INFLUENCE,3684468,544176,6/3/2014 06:04:02,6/3/2014 06:04:27,6/3/2014 09:47:51,NAT,Necessary Action Taken,031XX Elysian Fields Ave,70122
C2659614,98,DRIVING WHILE UNDER INFLUENCE,3677616,523663,3/21/2014 02:55:42,3/21/2014 02:55:42,3/21/2014 03:24:02,NAT,Necessary Action Taken,Saint Charles Ave & Jackson Ave (6D03),70130
C2665614,98,DRIVING WHILE UNDER INFLUENCE,3678485,532787,3/21/2014 04:48:52,,3/21/2014 05:22:47,NAT,Necessary Action Taken,N Claiborne Ave & Canal St (1E02),
F0326514,98,DRIVING WHILE UNDER INFLUENCE,3662865,517661,6/3/2014 14:14:37,6/3/2014 14:15:56,6/3/2014 17:33:02,NAT,Necessary Action Taken,002XX Henry Clay Ave,70118
A2590914,98,DRIVING WHILE UNDER INFLUENCE,3666055,517151,1/21/2014 03:52:24,1/21/2014 03:52:24,1/21/2014 05:00:07,NAT,Necessary Action Taken,Octavia St & Tchoupitoulas St,70115
L1117114,98,DRIVING WHILE UNDER INFLUENCE,3668047,530674,12/10/2014 05:52:49,12/10/2014 05:53:19,12/10/2014 09:14:55,NAT,Necessary Action Taken,Walmsley Ave & Panama Ct,70125
K3327314,98,DRIVING WHILE UNDER INFLUENCE,3673973,527166,11/28/2014 04:36:34,,11/28/2014 06:33:53,NAT,Necessary Action Taken,S Claiborne Ave (6I02) & 2nd St,70113
F0407814,98,DRIVING WHILE UNDER INFLUENCE,3666229,522126,6/4/2014 02:26:32,,6/4/2014 03:59:14,NAT,Necessary Action Taken,Saint Charles Ave & Nashville Ave (2F02),
F0409214,98,DRIVING WHILE UNDER INFLUENCE,3665226,519072,6/4/2014 02:50:09,,6/4/2014 03:34:17,NAT,Necessary Action Taken,059XX Magazine St,70115
A0643814,98,DRIVING WHILE UNDER INFLUENCE,3676461,518087,1/6/2014 04:48:59,,1/6/2014 05:32:12,NAT,Necessary Action Taken,Tchoupitoulas St & Pleasant St,70115
B1303814,98,DRIVING WHILE UNDER INFLUENCE,3670141,531996,2/11/2014 03:40:40,2/11/2014 03:40:40,2/11/2014 04:54:31,NAT,Necessary Action Taken,Washington Ave & Earhart Blvd (2V03),70125
B1304214,98,DRIVING WHILE UNDER INFLUENCE,3673783,532855,2/11/2014 03:49:04,2/11/2014 03:49:04,2/11/2014 05:13:29,NAT,Necessary Action Taken,007XX S Broad St,70119
B1306314,98,DRIVING WHILE UNDER INFLUENCE,3691605,548827,2/11/2014 04:38:44,2/11/2014 04:39:50,2/11/2014 04:40:24,RTF,REPORT TO FOLLOW,I-10 E (3U01) & Louisa St,
B1319814,98,DRIVING WHILE UNDER INFLUENCE,3691560,549285,2/11/2014 08:47:25,2/11/2014 08:47:25,2/11/2014 10:08:33,NAT,Necessary Action Taken,Louisa St & Old Gentilly Rd,70126
F0536214,98,DRIVING WHILE UNDER INFLUENCE,3680158,525335,6/4/2014 23:44:58,6/4/2014 23:44:58,6/5/2014 00:31:32,NAT,Necessary Action Taken,Camp St & Thalia St,70130
K0167514,98,DRIVING WHILE UNDER INFLUENCE,3682259,523347,11/2/2014 00:55:22,11/2/2014 00:55:22,11/2/2014 02:41:21,NAT,Necessary Action Taken,Tchoupitoulas St & Race St,70130
F0543714,98,DRIVING WHILE UNDER INFLUENCE,3675359,518971,6/5/2014 01:07:28,6/5/2014 01:07:28,6/5/2014 02:54:07,NAT,Necessary Action Taken,Louisiana Ave & Laurel St (6A03),70115
A1308114,98,DRIVING WHILE UNDER INFLUENCE,3681854,521169,1/11/2014 01:40:55,1/11/2014 01:40:55,1/11/2014 02:50:55,NAT,Necessary Action Taken,Tchoupitoulas St & Felicity St,70130
F0550314,98,DRIVING WHILE UNDER INFLUENCE,3682236,528122,6/5/2014 02:43:37,6/5/2014 02:43:37,6/5/2014 04:14:54,NAT,Necessary Action Taken,Girod St & S Peters St,70130
K0172814,98,DRIVING WHILE UNDER INFLUENCE,3675828,529192,11/2/2014 02:21:54,,11/2/2014 03:55:08,NAT,Necessary Action Taken,S Claiborne Ave (6J03) & Earhart Blvd,70125
F0552214,98,DRIVING WHILE UNDER INFLUENCE,3679552,519267,6/5/2014 03:12:31,,6/5/2014 04:22:46,NAT,Necessary Action Taken,024XX Tchoupitoulas St,70130
K0178314,98,DRIVING WHILE UNDER INFLUENCE,3667747,534666,11/2/2014 03:59:48,,11/2/2014 05:15:43,NAT,Necessary Action Taken,S Carrollton Ave (2T05) & Palm St,70118
C2800314,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,3/22/2014 00:52:41,,3/22/2014 03:01:15,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
C2817614,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,3/22/2014 04:22:36,,3/22/2014 05:06:53,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
C2819514,98,DRIVING WHILE UNDER INFLUENCE,3678445,532814,3/22/2014 05:05:00,,3/22/2014 05:44:58,NAT,Necessary Action Taken,I-10 E & Canal St (1E02),70112
C2830914,98,DRIVING WHILE UNDER INFLUENCE,3665184,547476,3/22/2014 08:27:37,3/22/2014 08:28:05,3/22/2014 10:11:25,NAT,Necessary Action Taken,Veterans Blvd & Fleur De Lis Dr (3B03),70124
F0662014,98,DRIVING WHILE UNDER INFLUENCE,3712140,568796,6/5/2014 20:50:59,,6/5/2014 23:59:10,NAT,Necessary Action Taken,Hayne Blvd & Bullard Ave (7I14),70128
I1604514,98,DRIVING WHILE UNDER INFLUENCE,3669301,536278,9/13/2014 04:36:06,9/13/2014 04:36:06,9/13/2014 05:15:30,NAT,Necessary Action Taken,Tulane Ave & S Carrollton Ave (1K02),70119
C2858714,98,DRIVING WHILE UNDER INFLUENCE,3681664,520792,3/22/2014 12:59:32,3/22/2014 12:59:32,3/22/2014 14:35:00,NAT,Necessary Action Taken,018XX Tchoupitoulas St,70130
F0692814,98,DRIVING WHILE UNDER INFLUENCE,3680201,523848,6/6/2014 01:24:27,6/6/2014 01:24:27,6/6/2014 02:28:26,NAT,Necessary Action Taken,Magazine St & Race St,70130
F0693614,98,DRIVING WHILE UNDER INFLUENCE,3675348,517897,6/6/2014 01:35:01,6/6/2014 01:35:01,6/6/2014 02:16:14,NAT,Necessary Action Taken,Delachaise St & Tchoupitoulas St,70115
F0695514,98,DRIVING WHILE UNDER INFLUENCE,3673900,541440,6/6/2014 01:54:36,6/6/2014 01:54:36,6/6/2014 03:30:03,NAT,Necessary Action Taken,City Park Ave & N Carrollton Ave (3H02),70119
F0700914,98,DRIVING WHILE UNDER INFLUENCE,3687608,534389,6/6/2014 03:18:43,,6/6/2014 04:10:44,NAT,Necessary Action Taken,Chartres St & Press St,70117
F0701914,98,DRIVING WHILE UNDER INFLUENCE,3677267,531437,6/6/2014 03:29:06,6/6/2014 03:29:06,6/6/2014 03:54:04,NAT,Necessary Action Taken,US90B Exit & S Claiborne Ave,70112
F0709214,98,DRIVING WHILE UNDER INFLUENCE,3666915,540645,6/6/2014 06:05:15,6/6/2014 06:08:06,6/6/2014 09:18:03,NAT,Necessary Action Taken,I-10 E & Metairie Rd,70118
C1097614,98,DRIVING WHILE UNDER INFLUENCE,3682119,522238,3/9/2014 02:08:49,,3/9/2014 03:30:39,NAT,Necessary Action Taken,Tchoupitoulas St & Market St,70130
A1321714,98,DRIVING WHILE UNDER INFLUENCE,3679261,519154,1/11/2014 04:32:24,,1/11/2014 05:49:12,NAT,Necessary Action Taken,Tchoupitoulas St & 2nd St,70130
F0787714,98,DRIVING WHILE UNDER INFLUENCE,3727769,577223,6/6/2014 18:51:11,6/6/2014 18:53:32,6/7/2014 01:15:49,NAT,Necessary Action Taken,I10 W & Michoud Blvd Exit,70129
C2933214,98,DRIVING WHILE UNDER INFLUENCE,3680901,520049,3/22/2014 23:12:04,,3/23/2014 00:01:28,NAT,Necessary Action Taken,Tchoupitoulas St & Josephine St,70130
C2934914,98,DRIVING WHILE UNDER INFLUENCE,3705268,557838,3/22/2014 23:32:01,,3/23/2014 00:21:02,NAT,Necessary Action Taken,Crowder Blvd (7Q03) & Lake Forest Blvd,70126
F0840214,98,DRIVING WHILE UNDER INFLUENCE,3671150,517464,6/7/2014 03:14:11,,6/7/2014 04:02:02,NAT,Necessary Action Taken,Tchoupitoulas St & Napoleon Ave (2B05),70115
F0840614,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,6/7/2014 03:16:46,6/7/2014 03:16:46,6/7/2014 03:20:40,NAT,Necessary Action Taken,I10 W & Metairie Rd,70118
F0846614,98,DRIVING WHILE UNDER INFLUENCE,3696292,557466,6/7/2014 04:46:51,,6/7/2014 05:13:42,NAT,Necessary Action Taken,Foch Rd & Dorothea St,
C2947614,98,DRIVING WHILE UNDER INFLUENCE,3672656,540076,3/23/2014 01:20:18,,3/23/2014 02:27:20,NAT,Necessary Action Taken,N Carrollton Ave (3H02) & Orleans Ave,
C2949614,98,DRIVING WHILE UNDER INFLUENCE,3669301,536278,3/23/2014 01:38:24,,3/23/2014 02:54:30,NAT,Necessary Action Taken,S Carrollton Ave (1K02) & Tulane Ave,
F0867914,98,DRIVING WHILE UNDER INFLUENCE,3681664,520792,6/7/2014 09:47:56,6/7/2014 09:47:56,6/7/2014 14:35:44,NAT,Necessary Action Taken,018XX Tchoupitoulas St,70130
C2958114,98,DRIVING WHILE UNDER INFLUENCE,3679958,519463,3/23/2014 03:20:21,,3/23/2014 04:13:10,NAT,Necessary Action Taken,Tchoupitoulas St & Soraparu St (6A02),
C2961714,98,DRIVING WHILE UNDER INFLUENCE,3681023,536110,3/23/2014 04:43:40,,3/23/2014 05:28:14,NAT,Necessary Action Taken,N Claiborne Ave (1F02) & Governor Nicholls St,
K0284114,98,DRIVING WHILE UNDER INFLUENCE,3682799,529456,11/3/2014 01:04:13,,11/3/2014 01:19:44,NAT,Necessary Action Taken,Convention Center Blvd & Canal St (8A03),70130
A1330514,98,DRIVING WHILE UNDER INFLUENCE,3681854,521169,1/11/2014 06:35:52,1/11/2014 06:35:52,1/11/2014 07:56:30,NAT,Necessary Action Taken,Tchoupitoulas St & Felicity St,70130
K0287214,98,DRIVING WHILE UNDER INFLUENCE,3674000,541439,11/3/2014 02:04:25,,11/3/2014 04:21:14,NAT,Necessary Action Taken,City Park Ave & N Carrollton Ave (1N01),70119
K0292914,98,DRIVING WHILE UNDER INFLUENCE,3673327,523506,11/3/2014 04:22:10,11/3/2014 10:43:53,11/3/2014 11:51:46,NAT,Necessary Action Taken,022XX Louisiana Ave,70115
B1430614,98,DRIVING WHILE UNDER INFLUENCE,3683930,535498,2/12/2014 04:12:07,,2/12/2014 04:53:01,NAT,Necessary Action Taken,016XX Pauger St,70116
F0979314,98,DRIVING WHILE UNDER INFLUENCE,3680666,525576,6/8/2014 02:46:57,6/8/2014 02:46:57,6/8/2014 03:24:40,NAT,Necessary Action Taken,012XX Magazine St,70130
F0990514,98,DRIVING WHILE UNDER INFLUENCE,3670863,520325,6/8/2014 05:31:19,6/8/2014 05:31:19,6/8/2014 06:12:09,NAT,Necessary Action Taken,Napoleon Ave (2F04) & Prytania St,70115
F0991414,98,DRIVING WHILE UNDER INFLUENCE,3666652,551789,6/8/2014 05:45:33,6/8/2014 05:45:33,6/8/2014 07:01:12,NAT,Necessary Action Taken,066XX West End Blvd,70124
F0992514,98,DRIVING WHILE UNDER INFLUENCE,3675057,519643,6/8/2014 06:08:18,,6/8/2014 07:17:11,NAT,Necessary Action Taken,Louisiana Ave (6D01) & Magazine St,70115
F1058914,98,DRIVING WHILE UNDER INFLUENCE,3684706,540759,6/8/2014 19:38:42,6/8/2014 19:42:51,6/8/2014 23:12:07,NAT,Necessary Action Taken,I10 W & Elysian Fields Ave,70117
F1070114,98,DRIVING WHILE UNDER INFLUENCE,3716920,562173,6/8/2014 21:48:50,,6/8/2014 23:42:07,NAT,Necessary Action Taken,Bullard Ave (7I02) & Lake Forest Blvd,
F1087514,98,DRIVING WHILE UNDER INFLUENCE,3680368,524533,6/9/2014 00:52:26,,6/9/2014 02:00:02,NAT,Necessary Action Taken,014XX Magazine St,70130
F1088914,98,DRIVING WHILE UNDER INFLUENCE,3685696,541708,6/9/2014 01:12:19,,6/9/2014 03:09:37,NAT,Necessary Action Taken,I-10 W & Elysian Fields Exit,
